date,year,week_num,album,artist,meta_score,user_score,crit_num,user_num,label,genres
"September 14, 2018",2018,37,Double Negative,Low,86,80,21,63,Sub Pop,"['Pop/Rock', 'Alternative/Indie Rock']"
"August 3, 2018",2018,31,To the Sunset,Amanda Shires,86,74,12,11,Silver Knife Records,"['Country', 'Folk', 'Pop/Rock']"
"September 21, 2018",2018,38,After Live,Mount Eerie,86,0,7,0,P.W. Elverum & Sun Ltd.,"['Pop/Rock', 'Alternative/Indie Rock', 'Indie Rock', 'Lo-Fi', 'Indie Pop', 'Experimental Rock', 'Alternative Singer/Songwriter']"
"May 25, 2018",2018,21,DAYTONA,Pusha T,86,85,22,504,Getting Out Our Dreams,['Rap']
"February 9, 2018",2018,6,Phantom Thread Original Motion Picture Soundtrack,Jonny Greenwood,86,81,9,31,Nonesuch,"['Classical', 'Pop/Rock', 'Alternative/Indie Rock', 'Soundtracks', 'Stage & Screen', 'Film Score', 'Original Score']"
"November 30, 2018",2018,48,Some Rap Songs,Earl Sweatshirt,86,84,19,385,Columbia,['Rap']
"February 23, 2018",2018,8,All at Once,Screaming Females,86,78,15,33,Don Giovanni,['Pop/Rock']
"May 4, 2018",2018,18,Knock Knock,DJ Koze,85,79,20,39,Pampa,['Electronic']
"February 16, 2018",2018,7,Glass,Alva Noto,85,76,7,5,N/A,"['Electronic', 'Classical']"
"September 21, 2018",2018,38,Iridescence,BROCKHAMPTON,85,79,11,227,RCA,['Rap']
"July 13, 2018",2018,28,Ordinary Corrupt Human Love,Deafheaven,85,81,26,97,Anti-,['Pop/Rock']
"October 5, 2018",2018,40,Working Class Woman,Marie Davidson,85,78,9,6,Ninja Tune,['Electronic']
"February 9, 2018",2018,6,Transangelic Exodus,Ezra Furman,85,80,19,39,Bella Union,"['Pop/Rock', 'Alternative/Indie Rock']"
"March 30, 2018",2018,13,Things Have Changed,Bettye LaVette,85,73,7,6,Verve,['R&B']
"June 29, 2018",2018,26,Im All Ears,Lets Eat Grandma,85,81,23,106,Transgressive,"['Pop/Rock', 'Alternative/Indie Rock']"
"June 1, 2018",2018,22,Hell-On,Neko Case,85,78,22,38,Epitaph,['Pop/Rock']
"November 2, 2018",2018,44,Interstate Gospel,Pistol Annies,85,83,9,25,RCA,"['Country', 'Contemporary Country']"
"September 14, 2018",2018,37,Gave in Rest,Sarah Davachi,85,0,10,0,Ba Da Bing Records,['Pop/Rock']
"February 16, 2018",2018,7,Landfall,Laurie Anderson,85,69,12,12,Nonesuch,"['Classical', 'Avant-Garde']"
"June 8, 2018",2018,23,Ecstatic Arrow,Virginia Wing,85,78,10,5,Fire Records,"['Pop/Rock', 'Alternative/Indie Rock']"
"August 3, 2018",2018,31,Astroworld,Travis Scott,85,81,19,600,Epic,['Rap']
"August 31, 2018",2018,35,Bloom,Troye Sivan,85,82,15,464,Capitol,['Pop/Rock']
"September 7, 2018",2018,36,And Nothing Hurt,Spiritualized,84,78,23,50,Fat Possum Records,"['Pop/Rock', 'Alternative/Indie Rock']"
"November 30, 2018",2018,48,Warm,Jeff Tweedy,84,80,21,24,dBpm,['Pop/Rock']
"January 26, 2018",2018,4,Snares Like a Haircut,No Age,84,79,20,24,Drag City,['Pop/Rock']
"September 21, 2018",2018,38,The Hex,Richard Swift,84,68,11,10,Secretly Canadian,"['Pop/Rock', 'Alternative/Indie Rock', 'Indie Rock', 'Indie Pop']"
"June 8, 2018",2018,23,Kids See Ghosts,Kids See Ghosts,84,87,18,1134,G.O.O.D.,['Rap']
"September 21, 2018",2018,38,MITH,Lonnie Holley,84,0,8,0,Jagjaguwar,['Experimental']
"April 27, 2018",2018,17,Last Man Standing,Willie Nelson,84,77,11,7,Legacy,"['Country', 'Progressive Country', 'Traditional Country']"
"August 17, 2018",2018,33,Body,The Necks,84,0,9,0,Northern Spy,"['Jazz', 'Avant-Garde', 'Pop/Rock', 'Improvisation']"
"January 5, 2018",2018,1,Ephorize,CupcakKe,84,87,7,113,N/A,['Rap']
"June 15, 2018",2018,24,Hope Downs,Rolling Blackouts Coastal Fever,84,80,19,27,Sub Pop,"['Pop/Rock', 'Alternative/Indie Rock']"
"June 8, 2018",2018,23,Insula,Proc Fiskal,84,0,9,0,Hyperdub,"['Electronic', 'Garage', 'Experimental Club', 'Grime']"
"April 6, 2018",2018,14,Invasion of Privacy,Cardi B,84,68,24,1584,Atlantic,"['Pop', 'Rap', 'Pop-Rap']"
"May 4, 2018",2018,18,Singularity,Jon Hopkins,84,82,26,84,Domino,['Pop/Rock']
"April 20, 2018",2018,16,The Sciences,Sleep,84,79,11,33,Third Man Records,"['Heavy Metal', 'Stoner Metal']"
"May 18, 2018",2018,20,Sparkle Hard,Stephen Malkmus the Jicks,84,78,26,31,Matador,"['Pop/Rock', 'Alternative/Indie Rock', 'Alternative Pop/Rock']"
"March 2, 2018",2018,9,All Nerve,The Breeders,84,73,31,31,4AD,"['Pop/Rock', 'Alternative/Indie Rock']"
"June 8, 2018",2018,23,Listening to Pictures Pentimento Volume I,Jon Hassell,84,77,12,10,Ndeya,"['New Age', 'Pop/Rock']"
"October 26, 2018",2018,43,Premonitions,Miya Folick,84,77,8,12,Terrible Records,['Pop/Rock']
"August 24, 2018",2018,34,Negro Swan,Blood Orange,84,82,26,82,Domino,"['Pop/Rock', 'Alternative/Indie Rock']"
"May 4, 2018",2018,18,Rebound,Eleanor Friedberger,84,76,18,12,Frenchkiss Records,['Pop/Rock']
"September 7, 2018",2018,36,Solo Piano III,Chilly Gonzales,84,0,8,0,Fontana North,"['Pop/Rock', 'Solo Instrumental']"
"July 13, 2018",2018,28,Raw Silk Uncut Wood,Laurel Halo,84,80,7,8,N/A,['Electronic']
"August 31, 2018",2018,35,Hunter,Anna Calvi,84,80,20,21,Domino,"['Pop/Rock', 'Alternative/Indie Rock', 'Alternative Pop/Rock', 'Art Rock']"
"April 27, 2018",2018,17,Everythings Fine,Jean Grae,84,85,9,51,Mello Music Group,['Rap']
"April 6, 2018",2018,14,Song for Alpha,Daniel Avery,84,73,17,20,Mute,"['Electronic', 'Pop/Rock']"
"January 26, 2018",2018,4,Freedoms Goblin,Ty Segall,84,80,25,31,Drag City,['Pop/Rock']
"August 24, 2018",2018,34,Dont Look Away,Alexander Tucker,84,0,7,0,Thrill Jockey,['Pop/Rock']
"September 28, 2018",2018,39,Autobiography,Jlin,83,71,11,7,Planet Mu,"['Electronic', 'Pop/Rock']"
"August 31, 2018",2018,35,Magus,Thou,83,75,8,6,Sacred Bones,['Pop/Rock']
"October 26, 2018",2018,43,Aviary,Julia Holter,83,80,23,53,Domino Recording,['Pop/Rock']
"May 4, 2018",2018,18,Anticlines,Lucrecia Dalt,83,0,7,0,RVNG Intl.,['Pop/Rock']
"October 12, 2018",2018,41,Look Now,Elvis Costello the Imposters,83,74,14,20,Concord,['Pop/Rock']
"October 5, 2018",2018,40,Dose Your Dreams,Fucked Up,83,76,23,16,Merge,['Pop/Rock']
"October 26, 2018",2018,43,Saturn,nao,83,81,14,29,RCA,"['R&B', 'Pop/Rock']"
"May 11, 2018",2018,19,The Prodigal Son,Ry Cooder,83,68,11,8,Fantasy,['Pop/Rock']
"February 23, 2018",2018,8,Loner,Caroline Rose,83,79,9,15,New West,"['Pop/Rock', 'Alternative/Indie Rock', 'Indie Pop', 'Alternative Country-Rock', 'Roots Rock', 'Indie Folk']"
"May 4, 2018",2018,18,Beyondless,Iceage,83,81,24,45,Matador,"['Pop/Rock', 'Alternative/Indie Rock']"
"January 26, 2018",2018,4,All Melody,Nils Frahm,83,81,18,44,Erased Tapes Records,['Avant-Garde']
"February 23, 2018",2018,8,Mozarts Mini-Mart,Go-Kart Mozart,83,72,9,6,West Midlands,['Pop/Rock']
"January 26, 2018",2018,4,Follow Them True,Stick in the Wheel,83,76,8,9,Stick in the Wheel,['Folk']
"August 10, 2018",2018,32,Future Me Hates Me,The Beths,83,84,11,20,Carpark Records,['Pop/Rock']
"October 5, 2018",2018,40,Electric Messiah,High on Fire,83,76,9,8,eOne,"['Metal', 'Pop/Rock']"
"February 23, 2018",2018,8,Street Safari,Public Access TV,83,73,8,10,Cinematic,['Pop/Rock']
"June 1, 2018",2018,22,Gods Favorite Customer,Father John Misty,83,80,29,124,Sub Pop,"['Pop/Rock', 'Alternative/Indie Rock', 'Indie Rock', 'Indie Folk']"
"January 12, 2018",2018,2,Songs of Praise,Shame,83,78,20,73,Dead Oceans Records,['Pop/Rock']
"June 1, 2018",2018,22,Age Of,Oneohtrix Point Never,83,78,24,36,Warp,"['Electronic', 'Pop/Rock']"
date,year,week_num,album,artist,meta_score,user_score,crit_num,user_num,label,genres
"November 30, 2018",2018,48,A Brief Inquiry into Online Relationships,The 1975,83,82,29,285,Polydor,['Pop/Rock']
"October 5, 2018",2018,40,Abysskiss,Adrianne Lenker,83,83,14,17,Saddle Creek Records,"['Pop/Rock', 'Alternative/Indie Rock']"
"August 31, 2018",2018,35,New Hymn to Freedom,Szun Waves,83,77,10,7,The Leaf Label,"['Electronic', 'Club/Dance']"
"February 16, 2018",2018,7,What a Time to Be Alive,Superchunk,83,79,24,29,Merge,"['Pop/Rock', 'Alternative/Indie Rock', 'Indie Rock']"
"July 13, 2018",2018,28,All That Reckoning,Cowboy Junkies,83,76,10,19,Latent,"['Pop/Rock', 'Alternative/Indie Rock']"
"July 20, 2018",2018,29,Hive Mind,The Internet,83,80,24,60,Columbia,['R&B']
"April 6, 2018",2018,14,Years,Sarah Shook the Disarmers,82,0,8,0,Bloodshot,['Country']
"April 27, 2018",2018,17,Lavender,Half Waif,82,83,8,4,Cascine,['Pop/Rock']
"August 3, 2018",2018,31,Qualm,Helena Hauff,82,75,15,10,Ninja Tune,['Electronic']
"June 8, 2018",2018,23,Babelsberg,Gruff Rhys,82,82,15,11,Rough Trade,"['Pop/Rock', 'Alternative/Indie Rock']"
"March 2, 2018",2018,9,How to Socialise Make Friends,Camp Cope,82,77,12,7,Run for Cover Records,"['Pop/Rock', 'Alternative/Indie Rock']"
"December 7, 2018",2018,49,Were Your Friends Man,The Bevis Frond,82,0,7,0,Fire Records,"['Pop/Rock', 'Alternative/Indie Rock', 'Indie Rock', 'Neo-Psychedelia']"
"September 14, 2018",2018,37,Heaven,Dilly Dally,82,75,9,8,Partisan,"['Pop/Rock', 'Alternative/Indie Rock']"
"August 10, 2018",2018,32,At Weddings,Tomberlin,82,67,14,10,Saddle Creek Records,['Pop/Rock']
"April 6, 2018",2018,14,Construction Time Demolition,Wreckless Eric,82,0,7,0,N/A,['Pop/Rock']
"March 16, 2018",2018,11,Now Only,Mount Eerie,82,79,19,44,P.W. Elverum & Sun Ltd.,"['Pop/Rock', 'Alternative/Indie Rock', 'Alternative Singer/Songwriter']"
"April 13, 2018",2018,15,The Lookout,Laura Veirs,82,81,18,16,Raven Marching Band Records,"['Pop/Rock', 'Alternative/Indie Rock']"
"May 18, 2018",2018,20,Wide Awake!,Parquet Courts,82,81,28,91,Rough Trade,"['Pop/Rock', 'Alternative/Indie Rock']"
"June 8, 2018",2018,23,Our Raw Heart,YOB,82,80,10,8,Relapse Records,['Pop/Rock']
"August 24, 2018",2018,34,With Animals,Mark Lanegan,82,78,11,6,Heavenly,"['Pop/Rock', 'Alternative/Indie Rock']"
"October 26, 2018",2018,43,Suspiria Original Motion Picture Soundtrack,Thom Yorke,82,84,19,70,XL,"['Soundtracks', 'Stage & Screen']"
"February 16, 2018",2018,7,Make Way for Love,Marlon Williams,82,79,14,16,Dead Oceans Records,"['Pop/Rock', 'Alternative/Indie Rock']"
"April 6, 2018",2018,14,Sister Cities,The Wonder Years,82,78,9,16,Hopeless Records,[]
"November 16, 2018",2018,46,Caution,Mariah Carey,82,85,9,555,RCA,['R&B']
"March 2, 2018",2018,9,Black Times,Seun Kuti Egypt 80,82,0,10,0,Strut,['International']
"June 15, 2018",2018,24,Nothing Is Still,Leon Vynehall,82,81,16,12,Ninja Tune,['Electronic']
"June 1, 2018",2018,22,The Future and the Past,Natalie Prass,82,76,20,32,Caroline,['Pop/Rock']
"December 7, 2018",2018,49,Fallen Trees,Lubomyr Melnyk,82,0,8,0,Erased Tapes,['Classical']
"August 24, 2018",2018,34,Songs You Make at Night,Tunng,82,0,10,0,Full Time Hobby,"['Folk', 'Pop/Rock', 'Alternative/Indie Rock', 'Indie Rock', 'Indie Electronic', 'Indie Pop', 'Acid Folk']"
"May 18, 2018",2018,20,Now That Im a River,Charles Watson,82,0,7,0,Moshi Moshi Records,['Pop/Rock']
"August 10, 2018",2018,32,Nearer My God,Foxing,82,81,11,22,Triple Crown Records,['Pop/Rock']
"March 2, 2018",2018,9,Historian,Lucy Dacus,82,81,20,33,Matador,"['Pop/Rock', 'Alternative/Indie Rock']"
"June 8, 2018",2018,23,Childqueen,Kadhja Bonet,82,87,10,21,Fat Possum Records,['R&B']
"March 2, 2018",2018,9,Le Kov,Gwenno,81,78,13,9,Heavenly,"['Pop/Rock', 'Alternative/Indie Rock', 'Indie Electronic', 'Indie Pop', 'Neo-Psychedelia']"
"June 8, 2018",2018,23,Irisiri,Eartheater,81,0,7,0,Pan,"['Electronic', 'Pop/Rock']"
"April 6, 2018",2018,14,Bellowing Sun,Mind Over Mirrors,81,0,7,0,Paradise of Bachelors,"['Electronic', 'Folk', 'Avant-Garde', 'Alternative/Indie Rock', 'Alternative Pop/Rock', 'Experimental Rock', 'Experimental Ambient', 'Alternative Folk']"
"October 19, 2018",2018,42,Broken Politics,Neneh Cherry,81,80,19,11,Smalltown Supersound,['Pop/Rock']
"September 14, 2018",2018,37,True Meanings,Paul Weller,81,79,16,16,Parlophone / Warner Bros.,['Pop/Rock']
"September 7, 2018",2018,36,Shellys on Zenn-La,Oliver Coates,81,0,11,0,RVNG Intl.,['Electronic']
"February 23, 2018",2018,8,Lala Belu,Hailu Mergia,81,0,12,0,Awesome Tapes from Africa,['International']
"May 18, 2018",2018,20,Angels of Death,Jennifer Castle,81,0,7,0,Paradise of Bachelors,"['Pop/Rock', 'Alternative/Indie Rock']"
"February 16, 2018",2018,7,Onion,Shannon and the Clams,81,78,8,4,Nonesuch,['Pop/Rock']
"April 6, 2018",2018,14,Bark Your Head Off Dog,Hop Along,81,80,14,25,Saddle Creek Records,['Alternative/Indie Rock']
"September 14, 2018",2018,37,13 Rivers,Richard Thompson,81,83,11,4,New West,['Pop/Rock']
"March 2, 2018",2018,9,Dead Magic,Anna von Hausswolff,81,83,12,29,City Slang,"['Pop/Rock', 'Alternative/Indie Rock']"
"February 16, 2018",2018,7,By the Way I Forgive You,Brandi Carlile,81,81,10,33,Atlantic,['Pop/Rock']
"February 9, 2018",2018,6,Damned Devotion,Joan as Police Woman,81,64,11,9,PIAS,"['Pop/Rock', 'Alternative/Indie Rock']"
"February 2, 2018",2018,5,Open Here,Field Music,81,80,19,15,Memphis Industries,"['Pop/Rock', 'Alternative/Indie Rock']"
"September 28, 2018",2018,39,Konoyo,Tim Hecker,81,78,18,30,Kranky,"['Electronic', 'Pop/Rock']"
"February 23, 2018",2018,8,American Dollar Bill - Keep Facing Sideways Youre Too Hideous To Look at Face On,Sumac,81,0,,0,,[]
"June 15, 2018",2018,24,Redemption,Jay Rock,81,81,10,55,Top Dawg,['Rap']
"June 1, 2018",2018,22,LUMP,LUMP,81,80,18,20,Dead Oceans Records,"['Pop/Rock', 'Alternative/Indie Rock']"
"June 1, 2018",2018,22,Prequelle,Ghost,81,82,9,98,Loma Vista,"['Pop/Rock', 'Heavy Metal']"
"July 6, 2018",2018,27,Palo Santo,Years Years,81,82,16,183,Interscope,['Pop/Rock']
"February 16, 2018",2018,7,Room Inside the World,Ought,81,80,19,23,Merge,['Pop/Rock']
"February 23, 2018",2018,8,Extralife,Darlingside,81,0,7,0,More Doug Records,"['Pop/Rock', 'Alternative/Indie Rock', 'Indie Folk']"
"November 2, 2018",2018,44,FM!,Vince Staples,81,80,16,111,Def Jam Recordings,['Rap']
"June 15, 2018",2018,24,Shelter,Olivia Chaney,81,0,9,0,Nonesuch,['Pop/Rock']
"March 30, 2018",2018,13,Chemistry Lessons Volume 1,Chris Carter,81,0,11,0,Mute,['Pop/Rock']
"June 8, 2018",2018,23,Lost Found,Jorja Smith,81,85,16,103,Famm.,"['Pop', 'R&B']"
"November 2, 2018",2018,44,Ultraviolet,Kelly Moran,81,78,10,4,Warp,['Avant-Garde']
"March 30, 2018",2018,13,Your Queen Is A Reptile,Sons of Kemet,81,83,12,19,Impulse!,['Jazz']
"May 4, 2018",2018,18,Be More Kind,Frank Turner,81,70,11,6,Interscope,['Pop/Rock']
"February 23, 2018",2018,8,Time Space,Turnstile,81,75,12,19,Roadrunner Records,"['Pop/Rock', 'Heavy Metal']"
"February 16, 2018",2018,7,Loma,Loma,81,80,12,9,Sub Pop Records,"['Pop/Rock', 'Indie Pop', 'Dream Pop']"
"November 2, 2018",2018,44,Yawn,Bill Ryder-Jones,81,75,12,8,Domino,"['Pop/Rock', 'Alternative/Indie Rock', 'Alternative Pop/Rock']"
"June 1, 2018",2018,22,Downey to Lubbock,Dave Alvin,81,0,7,0,Yep Roc,['Country']
"May 4, 2018",2018,18,The Horizon Just Laughed,Damien Jurado,81,76,11,11,Secretly Canadian,"['Pop/Rock', 'Alternative/Indie Rock']"
"July 27, 2018",2018,30,Kill the Lights,Tony Molina,81,71,10,7,Slumberland,"['Pop/Rock', 'Alternative/Indie Rock']"
"August 3, 2018",2018,31,Someday Everything Will Be Fine,Spider Bags,81,0,7,0,Merge,['Pop/Rock']
"September 21, 2018",2018,38,Pastoral,Gazelle Twin,81,84,11,8,Anti-Ghost Moon Ray,['Electronic']
"August 17, 2018",2018,33,Sweetener,Ariana Grande,81,76,20,2976,Republic,"['Pop', 'Vocal', 'Pop/Rock']"
"September 14, 2018",2018,37,The Crossing,Alejandro Escovedo,81,0,7,0,Yep Roc,['Pop/Rock']
"September 14, 2018",2018,37,Were Not Talking,The Goon Sax,80,70,13,4,Wichita,"['Pop/Rock', 'Alternative/Indie Rock']"
"August 10, 2018",2018,32,Devotion,Tirzah,80,80,14,23,Domino,"['Electronic', 'Alternative/Indie Rock', 'Alternative Pop/Rock', 'Alternative R&B']"
"November 2, 2018",2018,44,She Remembers Everything,Rosanne Cash,80,75,8,6,Blue Note,['Country']
"March 16, 2018",2018,11,New Path,Essaie Pas,80,0,9,0,DFA,"['Electronic', 'Club/Dance']"
"April 27, 2018",2018,17,Forth Wanderers,Forth Wanderers,80,79,9,10,Sub Pop,"['Pop/Rock', 'Alternative/Indie Rock', 'Indie Rock']"
"March 16, 2018",2018,11,Ventriloquism,Meshell Ndegeocello,80,86,10,10,Naïve,"['R&B', 'Easy Listening', 'Alternative R&B']"
"March 9, 2018",2018,10,I Need To Start a Garden,Haley Heynderickx,80,82,10,12,Mama Bird Recording Co.,['Folk']
"April 6, 2018",2018,14,The Louder I Call The Faster It Runs,Wye Oak,80,78,18,16,Merge,"['Pop/Rock', 'Alternative/Indie Rock']"
"February 2, 2018",2018,5,PulseQuartet,Steve Reich,80,0,12,0,Nonesuch,['Classical']
"June 1, 2018",2018,22,Noonday Dream,Ben Howard,80,83,11,48,Republic,['Vocal']
"February 9, 2018",2018,6,Black Panther The Album,Original Soundtrack,80,79,14,214,Interscope,['Rap']
"May 11, 2018",2018,19,7,Beach House,80,82,29,201,Sub Pop,"['Pop/Rock', 'Alternative/Indie Rock']"
"February 23, 2018",2018,8,Fever,Black Milk,80,82,7,9,Mass Appeal,['Rap']
"September 7, 2018",2018,36,Another Life,Amnesia Scanner,80,0,9,0,Pan,"['Electronic', 'Avant-Garde', 'Experimental Electronic', 'IDM', 'Experimental Club', 'Grime']"
"July 27, 2018",2018,30,The Morning Star,Daniel Bachman,80,0,9,0,Three Lobed Recordings,['Folk']
"October 26, 2018",2018,43,Overload,Georgia Anne Muldrow,80,78,10,10,Brainfeeder,"['R&B', 'Left-Field Hip-Hop', 'Alternative R&B']"
"July 13, 2018",2018,28,Power,Lotic,80,75,16,8,Tri Angle,['Electronic']
"June 29, 2018",2018,26,Vanished Gardens,Charles Lloyd the Marvels,80,0,8,0,Blue Note,['Jazz']
"May 18, 2018",2018,20,Tell Me How You Really Feel,Courtney Barnett,80,81,28,70,Mom + Pop Music,"['Pop/Rock', 'Alternative/Indie Rock']"
"May 18, 2018",2018,20,Hundreds of Days,Mary Lattimore,80,83,9,4,Ghostly International,"['Avant-Garde', 'Alternative/Indie Rock', 'Alternative Pop/Rock']"
"March 30, 2018",2018,13,Vessel,Frankie Cosmos,80,74,12,24,Sub Pop,"['Pop/Rock', 'Alternative/Indie Rock']"
"November 16, 2018",2018,46,Faithful Fairy Harmony,Josephine Foster,80,0,7,0,Fire Records,"['Pop/Rock', 'Alternative/Indie Rock', 'Neo-Psychedelia', 'Alternative Singer/Songwriter', 'Indie Folk']"
"April 27, 2018",2018,17,Grid of Points,Grouper,80,82,21,20,Kranky,['Pop/Rock']
"June 8, 2018",2018,23,Lush,Snail Mail,80,81,25,88,Matador,"['Pop/Rock', 'Alternative/Indie Rock']"
"August 31, 2018",2018,35,Fixed Ideals,Muncie Girls,80,0,7,0,Specialist Subject,['Pop/Rock']
"June 16, 2018",2018,24,Everything is Love,The Carters,80,71,22,796,Roc Nation,"['Rap', 'R&B']"
date,year,week_num,album,artist,meta_score,user_score,crit_num,user_num,label,genres
"October 5, 2018",2018,40,Desperate Man,Eric Church,80,74,8,9,EMI,"['Country', 'Contemporary Country', 'Neo-Traditionalist Country']"
"August 24, 2018",2018,34,Performance,White Denim,80,78,15,17,City Slang,['Pop/Rock']
"October 26, 2018",2018,43,A Laughing Death in Meatspace,Tropical Fuck Storm,80,82,10,11,Joyful Noise,['Pop/Rock']
"September 21, 2018",2018,38,Infinite Moment,The Field,80,0,10,0,Kompakt,['Electronic']
"June 8, 2018",2018,23,Bad Contestant,Matt Maltese,80,80,7,6,Atlantic,"['Pop/Rock', 'Alternative/Indie Rock']"
"April 6, 2018",2018,14,Goat Girl,Goat Girl,80,81,17,14,Rough Trade,"['Pop/Rock', 'Alternative/Indie Rock', 'Psychedelic/Garage', 'Garage Rock']"
"February 16, 2018",2018,7,ThreeThree,Dabrye,80,0,8,0,Ghostly International,"['Rap', 'Underground Rap', 'Midwest Rap', 'Left-Field Hip-Hop', 'Contemporary Rap']"
"March 2, 2018",2018,9,Still Trippin,DJ Taye,80,0,11,0,Hyperdub,['Electronic']
"October 5, 2018",2018,40,Cest La Vie,Phosphorescent,80,77,19,9,Dead Oceans Records,['Pop/Rock']
"September 28, 2018",2018,39,King of Cowards,Pigs Pigs Pigs Pigs Pigs Pigs Pigs,80,0,10,0,Redeye Music Distribution,['Pop/Rock']
"October 12, 2018",2018,41,MassEducation 2018,St Vincent,80,81,8,44,Loma Vista,['Pop/Rock']
"May 4, 2018",2018,18,Worlds Strongest Man,Gaz Coombes,80,83,12,15,Caroline,['Pop/Rock']
"May 4, 2018",2018,18,Hollow Ground,Cut Worms,80,0,7,0,Jagjaguwar,"['Pop/Rock', 'Alternative/Indie Rock']"
"August 3, 2018",2018,31,Physical,Gabe Gurnsey,79,75,9,4,Phantasy Sound,['Electronic']
"January 26, 2018",2018,4,Knowing What You Know Now,Marmozets,79,77,9,22,Roadrunner,"['Pop/Rock', 'Alternative/Indie Rock', 'Post-Hardcore']"
"November 9, 2018",2018,45,Come Over When Youre Sober Pt 2,Lil Peep,79,80,7,47,RCA,['Rap']
"May 11, 2018",2018,19,Here Lies the Body,Aidan Moffat,79,0,8,0,Rock Action,"['Pop/Rock', 'Alternative/Indie Rock']"
"October 5, 2018",2018,40,Wanderer,Cat Power,79,83,27,14,Domino,['Pop/Rock']
"September 14, 2018",2018,37,Emanon,Wayne Shorter,79,0,9,0,Blue Note,['Jazz']
